starttime	seconds	ctime	dtime	ttime	wait
Sun Oct 24 12:07:10 2021	1635095230	4	357	360	356
Sun Oct 24 12:07:10 2021	1635095230	4	357	361	357
Sun Oct 24 12:07:10 2021	1635095230	4	360	363	360
Sun Oct 24 12:07:10 2021	1635095230	3	369	373	369
Sun Oct 24 12:07:10 2021	1635095230	3	371	374	371
Sun Oct 24 12:07:10 2021	1635095230	3	372	376	372
Sun Oct 24 12:07:10 2021	1635095230	3	381	384	381
Sun Oct 24 12:07:10 2021	1635095230	3	383	386	382
Sun Oct 24 12:07:10 2021	1635095230	3	384	387	384
Sun Oct 24 12:07:10 2021	1635095230	3	393	396	393
Sun Oct 24 12:07:10 2021	1635095230	3	393	397	393
Sun Oct 24 12:07:10 2021	1635095230	3	396	399	396
Sun Oct 24 12:07:10 2021	1635095230	3	404	408	404
Sun Oct 24 12:07:10 2021	1635095230	3	405	408	405
Sun Oct 24 12:07:10 2021	1635095230	3	407	411	407
Sun Oct 24 12:07:10 2021	1635095230	3	416	419	416
Sun Oct 24 12:07:10 2021	1635095230	3	417	420	417
Sun Oct 24 12:07:10 2021	1635095230	3	418	422	418
Sun Oct 24 12:07:10 2021	1635095230	3	428	431	428
Sun Oct 24 12:07:10 2021	1635095230	3	429	432	429
Sun Oct 24 12:07:10 2021	1635095230	3	430	434	430
Sun Oct 24 12:07:10 2021	1635095230	3	440	443	440
Sun Oct 24 12:07:10 2021	1635095230	3	441	444	441
Sun Oct 24 12:07:10 2021	1635095230	3	442	445	442
Sun Oct 24 12:07:10 2021	1635095230	3	451	454	451
Sun Oct 24 12:07:10 2021	1635095230	3	453	456	452
Sun Oct 24 12:07:10 2021	1635095230	3	454	457	454
Sun Oct 24 12:07:10 2021	1635095230	3	463	466	462
Sun Oct 24 12:07:10 2021	1635095230	3	464	467	464
Sun Oct 24 12:07:10 2021	1635095230	3	465	468	465
Sun Oct 24 12:07:10 2021	1635095230	3	474	477	474
Sun Oct 24 12:07:10 2021	1635095230	3	475	478	475
Sun Oct 24 12:07:10 2021	1635095230	3	477	480	477
Sun Oct 24 12:07:10 2021	1635095230	3	485	488	485
Sun Oct 24 12:07:10 2021	1635095230	3	487	490	487
Sun Oct 24 12:07:10 2021	1635095230	3	488	491	488
Sun Oct 24 12:07:10 2021	1635095230	3	496	499	496
Sun Oct 24 12:07:10 2021	1635095230	3	498	501	498
Sun Oct 24 12:07:10 2021	1635095230	3	499	502	499
Sun Oct 24 12:07:10 2021	1635095230	3	508	511	508
Sun Oct 24 12:07:10 2021	1635095230	3	509	512	509
Sun Oct 24 12:07:10 2021	1635095230	3	511	513	510
Sun Oct 24 12:07:10 2021	1635095230	3	519	522	519
Sun Oct 24 12:07:10 2021	1635095230	3	520	523	520
Sun Oct 24 12:07:10 2021	1635095230	3	522	525	522
Sun Oct 24 12:07:10 2021	1635095230	3	530	533	530
Sun Oct 24 12:07:10 2021	1635095230	3	532	535	532
Sun Oct 24 12:07:10 2021	1635095230	3	533	535	532
Sun Oct 24 12:07:10 2021	1635095230	3	542	545	542
Sun Oct 24 12:07:10 2021	1635095230	3	544	547	544
Sun Oct 24 12:07:10 2021	1635095230	3	544	547	544
Sun Oct 24 12:07:10 2021	1635095230	3	554	557	554
Sun Oct 24 12:07:10 2021	1635095230	3	556	558	556
Sun Oct 24 12:07:10 2021	1635095230	3	556	559	556
Sun Oct 24 12:07:10 2021	1635095230	3	566	569	566
Sun Oct 24 12:07:10 2021	1635095230	3	567	570	567
Sun Oct 24 12:07:10 2021	1635095230	3	568	571	568
Sun Oct 24 12:07:10 2021	1635095230	3	577	579	577
Sun Oct 24 12:07:10 2021	1635095230	3	579	581	579
Sun Oct 24 12:07:10 2021	1635095230	3	580	583	580
Sun Oct 24 12:07:12 2021	1635095232	0	588	588	588
Sun Oct 24 12:07:12 2021	1635095232	0	588	588	588
Sun Oct 24 12:07:12 2021	1635095232	0	589	589	589
Sun Oct 24 12:07:12 2021	1635095232	0	589	589	589
Sun Oct 24 12:07:12 2021	1635095232	0	589	589	589
Sun Oct 24 12:07:12 2021	1635095232	0	589	589	589
Sun Oct 24 12:07:12 2021	1635095232	0	589	589	589
Sun Oct 24 12:07:12 2021	1635095232	0	589	589	589
Sun Oct 24 12:07:12 2021	1635095232	0	589	589	589
Sun Oct 24 12:07:12 2021	1635095232	0	589	589	589
Sun Oct 24 12:07:12 2021	1635095232	0	589	589	589
Sun Oct 24 12:07:12 2021	1635095232	0	589	589	589
Sun Oct 24 12:07:12 2021	1635095232	0	589	589	589
Sun Oct 24 12:07:12 2021	1635095232	0	589	589	589
Sun Oct 24 12:07:12 2021	1635095232	0	589	589	589
Sun Oct 24 12:07:12 2021	1635095232	0	589	589	589
Sun Oct 24 12:07:12 2021	1635095232	0	589	589	589
Sun Oct 24 12:07:12 2021	1635095232	0	589	589	589
Sun Oct 24 12:07:12 2021	1635095232	0	590	590	590
Sun Oct 24 12:07:12 2021	1635095232	0	590	590	590
Sun Oct 24 12:07:12 2021	1635095232	0	590	590	590
Sun Oct 24 12:07:12 2021	1635095232	0	590	590	590
Sun Oct 24 12:07:12 2021	1635095232	0	590	590	590
Sun Oct 24 12:07:12 2021	1635095232	0	590	590	590
Sun Oct 24 12:07:12 2021	1635095232	0	590	590	590
Sun Oct 24 12:07:12 2021	1635095232	0	590	590	590
Sun Oct 24 12:07:12 2021	1635095232	0	590	590	590
Sun Oct 24 12:07:12 2021	1635095232	0	590	590	590
Sun Oct 24 12:07:12 2021	1635095232	0	590	590	590
Sun Oct 24 12:07:12 2021	1635095232	0	590	590	590
Sun Oct 24 12:07:12 2021	1635095232	0	590	590	590
Sun Oct 24 12:07:12 2021	1635095232	0	590	590	590
Sun Oct 24 12:07:12 2021	1635095232	0	590	590	590
Sun Oct 24 12:07:12 2021	1635095232	0	590	590	590
Sun Oct 24 12:07:12 2021	1635095232	0	590	591	590
Sun Oct 24 12:07:12 2021	1635095232	0	590	591	590
Sun Oct 24 12:07:10 2021	1635095230	2	588	591	588
Sun Oct 24 12:07:12 2021	1635095232	0	591	591	591
Sun Oct 24 12:07:12 2021	1635095232	0	591	591	591
Sun Oct 24 12:07:12 2021	1635095232	0	591	592	591
Sun Oct 24 12:07:12 2021	1635095232	0	592	592	592
Sun Oct 24 12:07:12 2021	1635095232	0	592	592	592
Sun Oct 24 12:07:10 2021	1635095230	2	590	593	590
Sun Oct 24 12:07:12 2021	1635095232	0	593	593	593
Sun Oct 24 12:07:12 2021	1635095232	0	593	593	593
Sun Oct 24 12:07:12 2021	1635095232	0	593	593	593
Sun Oct 24 12:07:12 2021	1635095232	0	593	593	593
Sun Oct 24 12:07:12 2021	1635095232	0	593	593	593
Sun Oct 24 12:07:12 2021	1635095232	0	593	593	593
Sun Oct 24 12:07:11 2021	1635095231	0	593	593	593
Sun Oct 24 12:07:11 2021	1635095231	0	593	593	593
Sun Oct 24 12:07:12 2021	1635095232	0	594	594	594
Sun Oct 24 12:07:12 2021	1635095232	0	594	594	594
Sun Oct 24 12:07:10 2021	1635095230	2	592	594	592
Sun Oct 24 12:07:12 2021	1635095232	0	594	594	594
Sun Oct 24 12:07:12 2021	1635095232	0	594	594	594
Sun Oct 24 12:07:12 2021	1635095232	0	594	594	594
Sun Oct 24 12:07:12 2021	1635095232	0	594	594	594
Sun Oct 24 12:07:12 2021	1635095232	0	594	594	594
Sun Oct 24 12:07:12 2021	1635095232	0	594	594	594
Sun Oct 24 12:07:11 2021	1635095231	0	594	595	594
Sun Oct 24 12:07:12 2021	1635095232	0	594	595	594
Sun Oct 24 12:07:11 2021	1635095231	0	594	595	594
Sun Oct 24 12:07:11 2021	1635095231	0	594	595	594
Sun Oct 24 12:07:11 2021	1635095231	0	595	595	594
Sun Oct 24 12:07:11 2021	1635095231	0	595	595	594
Sun Oct 24 12:07:11 2021	1635095231	0	595	595	595
Sun Oct 24 12:07:11 2021	1635095231	0	595	595	595
Sun Oct 24 12:07:12 2021	1635095232	0	595	595	595
Sun Oct 24 12:07:12 2021	1635095232	0	595	595	595
Sun Oct 24 12:07:12 2021	1635095232	0	595	595	595
Sun Oct 24 12:07:12 2021	1635095232	0	595	595	595
Sun Oct 24 12:07:12 2021	1635095232	0	595	595	595
Sun Oct 24 12:07:11 2021	1635095231	0	595	595	595
Sun Oct 24 12:07:11 2021	1635095231	0	595	595	595
Sun Oct 24 12:07:12 2021	1635095232	0	595	595	595
Sun Oct 24 12:07:12 2021	1635095232	0	595	595	595
Sun Oct 24 12:07:12 2021	1635095232	0	595	595	595
Sun Oct 24 12:07:12 2021	1635095232	0	595	595	595
Sun Oct 24 12:07:11 2021	1635095231	0	595	595	595
Sun Oct 24 12:07:12 2021	1635095232	0	595	595	595
Sun Oct 24 12:07:12 2021	1635095232	0	595	595	595
Sun Oct 24 12:07:12 2021	1635095232	0	595	595	595
Sun Oct 24 12:07:12 2021	1635095232	0	595	595	595
Sun Oct 24 12:07:12 2021	1635095232	0	595	596	595
Sun Oct 24 12:07:12 2021	1635095232	0	595	596	595
Sun Oct 24 12:07:11 2021	1635095231	0	596	596	596
Sun Oct 24 12:07:11 2021	1635095231	0	596	596	595
Sun Oct 24 12:07:12 2021	1635095232	0	596	596	596
Sun Oct 24 12:07:12 2021	1635095232	0	596	596	596
Sun Oct 24 12:07:11 2021	1635095231	0	596	596	596
Sun Oct 24 12:07:11 2021	1635095231	0	596	596	596
Sun Oct 24 12:07:12 2021	1635095232	0	596	596	596
Sun Oct 24 12:07:11 2021	1635095231	0	596	596	596
Sun Oct 24 12:07:12 2021	1635095232	0	596	596	596
Sun Oct 24 12:07:12 2021	1635095232	0	596	596	596
Sun Oct 24 12:07:12 2021	1635095232	0	596	596	596
Sun Oct 24 12:07:11 2021	1635095231	0	596	596	596
Sun Oct 24 12:07:11 2021	1635095231	0	596	596	596
Sun Oct 24 12:07:11 2021	1635095231	0	596	596	596
Sun Oct 24 12:07:12 2021	1635095232	0	596	596	596
Sun Oct 24 12:07:11 2021	1635095231	0	596	596	596
Sun Oct 24 12:07:12 2021	1635095232	0	596	596	596
Sun Oct 24 12:07:11 2021	1635095231	0	596	596	596
Sun Oct 24 12:07:12 2021	1635095232	0	596	596	596
Sun Oct 24 12:07:12 2021	1635095232	0	596	596	596
Sun Oct 24 12:07:12 2021	1635095232	0	596	596	596
Sun Oct 24 12:07:12 2021	1635095232	0	596	596	596
Sun Oct 24 12:07:12 2021	1635095232	0	596	596	596
Sun Oct 24 12:07:12 2021	1635095232	0	596	596	596
Sun Oct 24 12:07:11 2021	1635095231	0	596	596	596
Sun Oct 24 12:07:12 2021	1635095232	0	596	596	596
Sun Oct 24 12:07:11 2021	1635095231	0	596	596	596
Sun Oct 24 12:07:12 2021	1635095232	0	596	596	596
Sun Oct 24 12:07:12 2021	1635095232	0	596	596	596
Sun Oct 24 12:07:11 2021	1635095231	0	596	596	596
Sun Oct 24 12:07:11 2021	1635095231	0	596	597	596
Sun Oct 24 12:07:12 2021	1635095232	0	596	597	596
Sun Oct 24 12:07:11 2021	1635095231	0	597	597	597
Sun Oct 24 12:07:11 2021	1635095231	0	597	597	597
Sun Oct 24 12:07:12 2021	1635095232	0	597	597	597
Sun Oct 24 12:07:12 2021	1635095232	0	597	597	597
Sun Oct 24 12:07:11 2021	1635095231	0	597	597	597
Sun Oct 24 12:07:12 2021	1635095232	0	597	597	597
Sun Oct 24 12:07:11 2021	1635095231	0	597	597	597
Sun Oct 24 12:07:11 2021	1635095231	0	597	597	597
Sun Oct 24 12:07:12 2021	1635095232	0	597	597	597
Sun Oct 24 12:07:11 2021	1635095231	0	597	597	597
Sun Oct 24 12:07:12 2021	1635095232	0	597	597	597
Sun Oct 24 12:07:12 2021	1635095232	0	597	597	597
Sun Oct 24 12:07:12 2021	1635095232	0	597	597	597
Sun Oct 24 12:07:11 2021	1635095231	0	597	597	597
Sun Oct 24 12:07:11 2021	1635095231	0	597	597	597
Sun Oct 24 12:07:12 2021	1635095232	0	597	597	597
Sun Oct 24 12:07:12 2021	1635095232	0	597	597	597
Sun Oct 24 12:07:11 2021	1635095231	0	597	597	597
Sun Oct 24 12:07:12 2021	1635095232	0	597	597	597
Sun Oct 24 12:07:12 2021	1635095232	0	597	597	597
Sun Oct 24 12:07:12 2021	1635095232	0	597	597	597
Sun Oct 24 12:07:12 2021	1635095232	0	597	597	597
Sun Oct 24 12:07:11 2021	1635095231	0	597	597	597
Sun Oct 24 12:07:12 2021	1635095232	0	597	597	597
Sun Oct 24 12:07:11 2021	1635095231	0	597	597	597
Sun Oct 24 12:07:11 2021	1635095231	0	597	597	597
Sun Oct 24 12:07:11 2021	1635095231	0	597	597	597
Sun Oct 24 12:07:11 2021	1635095231	0	597	597	597
Sun Oct 24 12:07:11 2021	1635095231	0	597	597	597
Sun Oct 24 12:07:11 2021	1635095231	0	597	597	597
Sun Oct 24 12:07:11 2021	1635095231	0	597	597	597
Sun Oct 24 12:07:11 2021	1635095231	0	597	597	597
Sun Oct 24 12:07:12 2021	1635095232	0	597	597	597
Sun Oct 24 12:07:12 2021	1635095232	0	597	597	597
Sun Oct 24 12:07:11 2021	1635095231	0	597	597	597
Sun Oct 24 12:07:12 2021	1635095232	0	597	597	597
Sun Oct 24 12:07:12 2021	1635095232	0	597	597	597
Sun Oct 24 12:07:12 2021	1635095232	0	597	597	597
Sun Oct 24 12:07:12 2021	1635095232	0	597	597	597
Sun Oct 24 12:07:11 2021	1635095231	0	597	597	597
Sun Oct 24 12:07:12 2021	1635095232	0	597	597	597
Sun Oct 24 12:07:11 2021	1635095231	0	597	598	597
Sun Oct 24 12:07:11 2021	1635095231	0	597	598	597
Sun Oct 24 12:07:11 2021	1635095231	0	597	598	597
Sun Oct 24 12:07:11 2021	1635095231	0	597	598	597
Sun Oct 24 12:07:13 2021	1635095233	0	598	598	597
Sun Oct 24 12:07:11 2021	1635095231	0	598	598	597
Sun Oct 24 12:07:13 2021	1635095233	0	598	598	597
Sun Oct 24 12:07:12 2021	1635095232	0	598	598	598
Sun Oct 24 12:07:11 2021	1635095231	0	598	598	598
Sun Oct 24 12:07:12 2021	1635095232	0	598	598	598
Sun Oct 24 12:07:11 2021	1635095231	0	598	598	598
Sun Oct 24 12:07:12 2021	1635095232	0	598	598	598
Sun Oct 24 12:07:12 2021	1635095232	0	598	598	598
Sun Oct 24 12:07:12 2021	1635095232	0	598	598	598
Sun Oct 24 12:07:13 2021	1635095233	0	598	598	598
Sun Oct 24 12:07:11 2021	1635095231	0	598	598	598
Sun Oct 24 12:07:11 2021	1635095231	0	598	598	598
Sun Oct 24 12:07:11 2021	1635095231	0	598	598	598
Sun Oct 24 12:07:13 2021	1635095233	0	598	598	598
Sun Oct 24 12:07:12 2021	1635095232	0	598	598	598
Sun Oct 24 12:07:11 2021	1635095231	0	598	598	598
Sun Oct 24 12:07:11 2021	1635095231	0	598	598	598
Sun Oct 24 12:07:13 2021	1635095233	0	598	598	598
Sun Oct 24 12:07:11 2021	1635095231	0	598	598	598
Sun Oct 24 12:07:12 2021	1635095232	0	598	598	598
Sun Oct 24 12:07:12 2021	1635095232	0	598	598	598
Sun Oct 24 12:07:13 2021	1635095233	0	598	598	598
Sun Oct 24 12:07:11 2021	1635095231	0	598	598	598
Sun Oct 24 12:07:13 2021	1635095233	0	598	599	598
Sun Oct 24 12:07:13 2021	1635095233	0	598	599	598
Sun Oct 24 12:07:13 2021	1635095233	0	598	599	598
Sun Oct 24 12:07:13 2021	1635095233	0	598	599	598
Sun Oct 24 12:07:11 2021	1635095231	0	598	599	598
Sun Oct 24 12:07:13 2021	1635095233	0	598	599	598
Sun Oct 24 12:07:11 2021	1635095231	0	598	599	598
Sun Oct 24 12:07:13 2021	1635095233	0	599	599	598
Sun Oct 24 12:07:11 2021	1635095231	0	599	599	599
Sun Oct 24 12:07:11 2021	1635095231	0	599	599	599
Sun Oct 24 12:07:11 2021	1635095231	0	599	599	599
Sun Oct 24 12:07:13 2021	1635095233	0	599	599	599
Sun Oct 24 12:07:12 2021	1635095232	0	599	599	599
Sun Oct 24 12:07:13 2021	1635095233	0	599	599	599
Sun Oct 24 12:07:12 2021	1635095232	0	599	599	599
Sun Oct 24 12:07:11 2021	1635095231	0	599	599	599
Sun Oct 24 12:07:13 2021	1635095233	0	599	599	599
Sun Oct 24 12:07:11 2021	1635095231	0	599	599	599
Sun Oct 24 12:07:12 2021	1635095232	0	599	599	599
Sun Oct 24 12:07:13 2021	1635095233	0	599	599	599
Sun Oct 24 12:07:12 2021	1635095232	0	599	599	599
Sun Oct 24 12:07:11 2021	1635095231	0	599	599	599
Sun Oct 24 12:07:13 2021	1635095233	0	599	599	599
Sun Oct 24 12:07:13 2021	1635095233	0	599	599	599
Sun Oct 24 12:07:12 2021	1635095232	0	599	599	599
Sun Oct 24 12:07:13 2021	1635095233	0	599	599	599
Sun Oct 24 12:07:11 2021	1635095231	0	599	599	599
Sun Oct 24 12:07:12 2021	1635095232	0	599	599	599
Sun Oct 24 12:07:12 2021	1635095232	0	599	599	599
Sun Oct 24 12:07:13 2021	1635095233	0	599	599	599
Sun Oct 24 12:07:12 2021	1635095232	0	599	599	599
Sun Oct 24 12:07:11 2021	1635095231	0	599	599	599
Sun Oct 24 12:07:13 2021	1635095233	0	599	599	599
Sun Oct 24 12:07:11 2021	1635095231	0	599	600	599
Sun Oct 24 12:07:13 2021	1635095233	0	599	600	599
Sun Oct 24 12:07:12 2021	1635095232	0	600	600	599
Sun Oct 24 12:07:12 2021	1635095232	0	600	600	599
Sun Oct 24 12:07:13 2021	1635095233	0	600	600	600
Sun Oct 24 12:07:11 2021	1635095231	0	600	600	600
Sun Oct 24 12:07:13 2021	1635095233	0	600	600	600
Sun Oct 24 12:07:13 2021	1635095233	0	600	600	600
Sun Oct 24 12:07:12 2021	1635095232	0	600	600	600
Sun Oct 24 12:07:11 2021	1635095231	0	600	600	600
Sun Oct 24 12:07:11 2021	1635095231	0	600	600	600
Sun Oct 24 12:07:12 2021	1635095232	0	600	600	600
Sun Oct 24 12:07:13 2021	1635095233	0	600	600	600
Sun Oct 24 12:07:12 2021	1635095232	0	600	600	600
Sun Oct 24 12:07:13 2021	1635095233	0	600	600	600
Sun Oct 24 12:07:13 2021	1635095233	0	600	600	600
Sun Oct 24 12:07:11 2021	1635095231	0	600	600	600
Sun Oct 24 12:07:11 2021	1635095231	0	600	600	600
Sun Oct 24 12:07:12 2021	1635095232	0	600	600	600
Sun Oct 24 12:07:13 2021	1635095233	0	600	600	600
Sun Oct 24 12:07:13 2021	1635095233	0	600	600	600
Sun Oct 24 12:07:11 2021	1635095231	0	600	600	600
Sun Oct 24 12:07:12 2021	1635095232	0	600	600	600
Sun Oct 24 12:07:11 2021	1635095231	0	600	600	598
Sun Oct 24 12:07:13 2021	1635095233	0	600	600	600
Sun Oct 24 12:07:13 2021	1635095233	0	600	600	600
Sun Oct 24 12:07:12 2021	1635095232	0	600	600	600
Sun Oct 24 12:07:12 2021	1635095232	0	600	600	600
Sun Oct 24 12:07:11 2021	1635095231	0	600	600	600
Sun Oct 24 12:07:13 2021	1635095233	0	600	600	600
Sun Oct 24 12:07:13 2021	1635095233	0	600	600	600
Sun Oct 24 12:07:12 2021	1635095232	0	600	600	600
Sun Oct 24 12:07:13 2021	1635095233	0	600	600	600
Sun Oct 24 12:07:13 2021	1635095233	0	600	600	600
Sun Oct 24 12:07:13 2021	1635095233	0	600	600	600
Sun Oct 24 12:07:13 2021	1635095233	0	600	600	600
Sun Oct 24 12:07:13 2021	1635095233	0	600	600	600
Sun Oct 24 12:07:13 2021	1635095233	0	600	600	600
Sun Oct 24 12:07:11 2021	1635095231	0	600	600	600
Sun Oct 24 12:07:13 2021	1635095233	0	600	600	600
Sun Oct 24 12:07:12 2021	1635095232	0	600	600	600
Sun Oct 24 12:07:11 2021	1635095231	0	600	600	598
Sun Oct 24 12:07:11 2021	1635095231	0	600	600	600
Sun Oct 24 12:07:13 2021	1635095233	0	600	600	600
Sun Oct 24 12:07:12 2021	1635095232	0	600	600	600
Sun Oct 24 12:07:11 2021	1635095231	0	600	600	600
Sun Oct 24 12:07:13 2021	1635095233	0	600	600	600
Sun Oct 24 12:07:11 2021	1635095231	0	600	600	600
Sun Oct 24 12:07:13 2021	1635095233	0	600	600	600
Sun Oct 24 12:07:13 2021	1635095233	0	600	600	600
Sun Oct 24 12:07:11 2021	1635095231	0	600	600	600
Sun Oct 24 12:07:12 2021	1635095232	0	600	601	600
Sun Oct 24 12:07:13 2021	1635095233	0	600	601	600
Sun Oct 24 12:07:13 2021	1635095233	0	600	601	600
Sun Oct 24 12:07:11 2021	1635095231	0	600	601	600
Sun Oct 24 12:07:11 2021	1635095231	0	601	601	600
Sun Oct 24 12:07:13 2021	1635095233	0	601	601	600
Sun Oct 24 12:07:12 2021	1635095232	0	601	601	600
Sun Oct 24 12:07:13 2021	1635095233	0	601	601	601
Sun Oct 24 12:07:11 2021	1635095231	0	601	601	601
Sun Oct 24 12:07:13 2021	1635095233	0	601	601	601
Sun Oct 24 12:07:13 2021	1635095233	0	601	601	601
Sun Oct 24 12:07:13 2021	1635095233	0	601	601	601
Sun Oct 24 12:07:11 2021	1635095231	0	601	601	601
Sun Oct 24 12:07:11 2021	1635095231	0	601	601	601
Sun Oct 24 12:07:11 2021	1635095231	0	601	601	601
Sun Oct 24 12:07:11 2021	1635095231	0	601	601	601
Sun Oct 24 12:07:12 2021	1635095232	0	601	601	601
Sun Oct 24 12:07:13 2021	1635095233	0	601	601	601
Sun Oct 24 12:07:13 2021	1635095233	0	601	601	601
Sun Oct 24 12:07:11 2021	1635095231	0	601	601	601
Sun Oct 24 12:07:13 2021	1635095233	0	601	601	601
Sun Oct 24 12:07:13 2021	1635095233	0	601	601	601
Sun Oct 24 12:07:11 2021	1635095231	0	601	601	601
Sun Oct 24 12:07:11 2021	1635095231	0	601	601	601
Sun Oct 24 12:07:13 2021	1635095233	0	601	601	601
Sun Oct 24 12:07:11 2021	1635095231	0	601	601	601
Sun Oct 24 12:07:13 2021	1635095233	0	601	601	601
Sun Oct 24 12:07:11 2021	1635095231	0	601	601	601
Sun Oct 24 12:07:12 2021	1635095232	0	601	601	601
Sun Oct 24 12:07:11 2021	1635095231	0	601	601	601
Sun Oct 24 12:07:11 2021	1635095231	0	601	601	601
Sun Oct 24 12:07:13 2021	1635095233	0	601	601	601
Sun Oct 24 12:07:11 2021	1635095231	0	601	601	601
Sun Oct 24 12:07:13 2021	1635095233	0	601	602	601
Sun Oct 24 12:07:11 2021	1635095231	0	601	602	601
Sun Oct 24 12:07:13 2021	1635095233	0	601	602	601
Sun Oct 24 12:07:12 2021	1635095232	0	602	602	601
Sun Oct 24 12:07:11 2021	1635095231	0	602	602	601
Sun Oct 24 12:07:13 2021	1635095233	0	602	602	601
